stringsfile version 1
4179
str_no_string NO_STRING!
str_you_will_not_be_disappointed_sirmadam_you_will_not_find_better_warriors_in_all_calradia You_will_not_be_disappointed_{sir/madam}._You_will_not_find_better_warriors_in_all_Europe.
str_your_excellency your_excellency
str_s10_and_s11 {s10}_and_{s11}
str_your_loyal_subjects your_loyal_subjects
str_loyal_subjects_of_s10 loyal_subjects_of_{s10}
str_the the
str_we we
str_track_down_s7_and_defeat_him_defusing_calls_for_war_within_the_s11 Track_down_{s7}_and_defeat_him,_defusing_calls_for_war_within_the_{s11}.
str_track_down_the_s9_who_attacked_travellers_near_s8_then_report_back_to_the_town Track_down_the_{s9}_who_attacked_travellers_near_{s8},_then_report_back_to_the_town.
str_fire_time__reg0_cur_time__reg1 {!}DEBUG_:_fire_time_:_{reg0},_cur_time_:_{reg1}
str_fire_set_up_time_at_city_reg0_is_reg1 {!}fire_set_up_time_at_city_{reg0}_is_{reg1}
str_our_power__reg3__enemy_power__reg4 {!}our_power_:_{reg3},_enemy_power_:_{reg4}
str_do_you_wish_to_award_it_to_one_of_your_vassals Do_you_wish_to_award_it_to_one_of_your_vassals?
str_who_do_you_wish_to_give_it_to Who_do_you_wish_to_give_it_to?
str_sire_my_lady_we_have_taken_s1_s2 {Sire/My_lady},_we_have_taken_{s1}._{s2}
str_s12i_want_to_have_s1_for_myself {s12}I_want_to_have_{s1}_for_myself._{s2}
str_fiefs_s0 (fiefs:_{s0})
str_reserved_001 {!}Reserved_001
str_production_setting_buy_from_market We_are_buying_raw_materials_from_the_market.
str_production_setting_buy_from_inventory We_are_only_using_the_raw_materials_in_our_inventory.
str_production_setting_produce_to_inventory We_are_putting_our_output_into_the_inventory.
str_production_setting_produce_to_market We_are_selling_our_output_directly_into_the_inventory.
str_feast_quest_expired You_were_unable_to_hold_a_feast_as_planned._Most_likely,_major_faction_campaigns_or_other_events_intervened._You_may_attempt_to_hold_the_feast_again,_if_you_wish.
str_whereabouts_unknown Whereabouts_unknown.
str_mulberry_groves acres_of_mulberry_groves
str_olive_groves acres_of_olive_groves
str_acres_flax acres_of_flax_fields
str_enterprise_enemy_realm {Sir/Madame},_you_are_an_enemy_of_this_realm._We_cannot_allow_you_to_buy_land_here.
str_intrigue_success_chance {!}Your_modified_relation:_{reg5},_{s4}'s_relation:_{reg4}
str_you_intend_to_denounce_s14_to_s13_on_behalf_of_s12 You_intend_to_privately_denounce_{s14}_to_{s13}_on_behalf_of_{s12}
str_you_intend_to_denounce_s14_to_his_face_on_behalf_of_s14 You_intend_to_openly_denounce_{s14}_to_his_face,_on_behalf_of_{s12}
str_you_intend_to_bring_gift_for_s14 You_intend_to_bring_velvet_and_furs_to_{s12}._Then,_speak_to_{s14},_to_see_if_{s12}_was_able_to_arrange_a_reconciliation.
str_we_will_gather_the_army_but_not_ride_until_we_have_an_objective We_will_gather_the_army,_but_not_ride_forth_until_we_have_an_objective.
str_we_shall_lay_siege_to_an_easy_fortress_to_capture We_are_concentrating_out_forces_on_their_most_vulnerable_fortress.
str_we_shall_strike_at_the_heart_of_our_foe_and_seize_the_fortress_of_s14 We_intend_to_strike_a_blow_which_will_do_them_the_greatest_damage.
str_we_shall_take_the_fortress_of_s14_which_appears_easily_defensible We_aim_to_take_a_fortress_which_is_easy_for_us_to_defend.
str_we_shall_cut_a_fiery_trail_through_their_richest_lands_to_draw_them_out_to_battle We_leave_a_fiery_trail_through_their_richest_lands_to_draw_them_out_to_battle.
str_strategy_criticism_rash I_believe_that_this_strategy_is_rash,_and_needlessly_exposes_our_forces_to_danger.
str_strategy_criticism_cautious I_believe_that_this_strategy_is_overly_cautious,_and_will_see_our_army_melt_away_from_boredom_without_us_achieving_any_successes.
str_tavernkeeper_invalid_quest _had_some_sort_of_business_going_on,_but_I'm_having_trouble_remembering_the_details.
str_faction_title_male_player Lord_{s0}
str_faction_title_male_1 Ritterbruder_{s0}
str_faction_title_male_2 Kunigas_{s0}
str_faction_title_male_3 {s0}_Noyan
str_faction_title_male_4 {s0}_Jarl
str_faction_title_male_5 Lord_{s0}
str_faction_title_male_6 Lord_{s0}
str_faction_title_male_7 Lord_{s0}
str_faction_title_male_8 Boyar_{s0}
str_faction_title_male_9 Sir_{s0}
str_faction_title_male_10 Seigneur_{s0}
str_faction_title_male_11 {s0}_Jarl
str_faction_title_male_12 Lord_{s0}
str_faction_title_male_13 Lord_{s0}
str_faction_title_male_14 {s0}_Jarl
str_faction_title_male_15 Boyarin_{s0}
str_faction_title_male_16 Don_{s0}
str_faction_title_male_17 Don_{s0}
str_faction_title_male_18 Don_{s0}
str_faction_title_male_19 Don_{s0}
str_faction_title_male_20 Emir_{s0}
str_faction_title_male_21 Lord_{s0}
str_faction_title_male_22 Strategos_{s0}
str_faction_title_male_23 Lord_{s0}
str_faction_title_male_24 Lord_{s0}
str_faction_title_male_25 Emir_{s0}
str_faction_title_male_26 Lord_{s0}
str_faction_title_male_27 {s0}_Noyan
str_faction_title_male_28 Emir_{s0}
str_faction_title_male_29 Zhupan_{s0}
str_faction_title_male_30 Boyar_{s0}
str_faction_title_male_31 Emir_{s0}
str_faction_title_male_31 Boyar_{s0}
str_faction_title_male_32 Don_{s0}
str_faction_title_male_33 Kunigas_{s0}
str_faction_title_male_34 Kongis_{s0}
str_faction_title_male_35 Kunegikis_{s0}
str_faction_title_male_36 Kunigas_{s0}
str_faction_title_male_37 Lord_{s0}
str_faction_title_male_38 Don_{s0}
str_faction_title_male_39 Don_{s0}
str_faction_title_male_40 Don_{s0}
str_faction_title_male_41 Don_{s0}
str_faction_title_male_42 Pan_{s0}
str_faction_title_male_crusader Crusader_{s0}
str_faction_title_male_jihadist Mujihadeen_{s0}
str_faction_title_female_player Lady_{s0}
str_faction_title_female_1 Lady_{s0}
str_faction_title_female_2 Lady_{s0}
str_faction_title_female_3 {s0}_Hatun
str_faction_title_female_4 Lady_{s0}
str_faction_title_female_5 Lady_{s0}
str_faction_title_female_6 Lady_{s0}
str_faction_title_female_7 Lady_{s0}
str_faction_title_female_8 Boyarina_{s0}
str_faction_title_female_9 Lady_{s0}
str_faction_title_female_10 Lady_{s0}
str_faction_title_female_11 Lady_{s0}
str_faction_title_female_12 Lady_{s0}
str_faction_title_female_13 Lady_{s0}
str_faction_title_female_14 Lady_{s0}
str_faction_title_female_15 Boyarina_{s0}
str_faction_title_female_16 Lady_{s0}
str_faction_title_female_17 Lady_{s0}
str_faction_title_female_18 Lady_{s0}
str_faction_title_female_19 Lady_{s0}
str_faction_title_female_20 Amira_{s0}
str_faction_title_female_21 Lady_{s0}
str_faction_title_female_22 Lady_{s0}
str_faction_title_female_23 Lady_{s0}
str_faction_title_female_24 {s0}_Hatun
str_faction_title_female_25 Amira_{s0}
str_faction_title_female_26 Lady_{s0}
str_faction_title_female_27 Lady_{s0}
str_faction_title_female_28 Amira_{s0}
str_faction_title_female_29 Lady_{s0}
str_faction_title_female_30 Lady_{s0}
str_faction_title_female_31 Amira_{s0}
str_faction_title_female_32 Lady_{s0}
str_faction_title_female_33 Lady_{s0}
str_faction_title_female_34 Lady_{s0}
str_faction_title_female_35 Lady_{s0}
str_faction_title_female_36 Lady_{s0}
str_faction_title_female_37 Lady_{s0}
str_faction_title_female_38 Lady_{s0}
str_faction_title_female_39 Lady_{s0}
str_faction_title_female_40 Lady_{s0}
str_faction_title_female_41 Lady_{s0}
str_faction_title_female_42 Pani_{s0}
str_faction_title_female_43 Lady_{s0}
str_faction_title_female_crusader Crusader_{s0}
str_faction_title_female_jihadist Mujihadeen_{s0}
str_name_kingdom_text What_will_be_the_name_of_your_kingdom?
str_default_kingdom_name {s0}'s_Kingdom
str_lord_defects_ordinary Lord_Defects^^{s1}_has_renounced_{reg4?her:his}_allegiance_to_the_{s3},_and_joined_the_{s2}
str_lord_defects_player Lord_Defects^^{s1}_has_renounced_{reg4?her:his}_allegiance_to_the_{s3}._He_has_tentatively_joined_your_kingdom._You_may_go_to_your_court_to_receive_a_pledge,_if_you_wish.
str_lord_defects_player_faction Lord_Defects^^{s1}_has_renounced_{reg4?her:his}_allegiance_to_the_{s3}._He_has_tentatively_joined_your_kingdom._You_may_go_to_your_court_to_receive_a_pledge,_if_you_wish.
str_lord_indicted_player_faction By_order_of_{s6},_{s4}_of_the_{s5}_has_been_indicted_for_treason._The_lord_has_been_stripped_of_all_{reg4?her:his}_properties,_and_has_fled_for_{reg4?her:his}_life._He_wishes_to_join_your_kingdom._You_may_find_him_in_your_court_to_receive_{reg?her:his}_allegiance,_if_you_wish_it.
str_lord_indicted_dialog_approach Greetings,_{my_lord/my_lady}._You_may_have_heard_of_my_ill_treatment_at_the_hands_of_{s10}._You_have_a_reputation_as_one_who_treats_{his/her}_vassals_well,_and_if_you_will_have_me,_I_would_be_honored_to_pledge_myself_as_your_vassal.
str_lord_indicted_dialog_approach_yes And_I_would_be_honored_to_accept_your_pledge.
str_lord_indicted_dialog_approach_no I'm_sorry._Your_service_is_not_required.
str_lord_indicted_dialog_rejected Indeed?_Well,_perhaps_your_reputation_is_misleading._Good_day,_{my_lord/my_lady}_--_I_go_to_see_if_another_ruler_in_Europe_is_more_appreciative_of_my_talents.
str__has_been_worried_about_bandits_establishing_a_hideout_near_his_home _has_been_worried_about_bandits_establishing_a_hideout_in_his_area.
str_bandit_lair_quest_description Find_and_destroy_the_{s9},_and_report_back_to_{s11}.
str_bandit_hideout_preattack You_approach_the_hideout._The_{s4}_don't_appear_to_have_spotted_you_yet,_and_you_could_still_sneak_away_unnoticed._The_difficult_approach_to_the_site_--_{s5}_--_means_that_only_a_handful_of_troops_in_your_party_will_be_able_to_join_the_attack,_and_they_will_be_unable_to_bring_their_horses._If_your_initial_attack_fails,_the_{s4}_will_easily_be_able_to_make_their_escape_and_disperse._Do_you_wish_to_attack_the_hideout,_or_wait_for_another_occasion?
str_bandit_hideout_failure The_{s4}_beat_back_your_attack._You_regroup,_and_advance_again_to_find_that_they_have_dispersed_and_vanished_into_the_surrounding_countryside,_where_no_doubt_they_will_continue_to_threaten_travellers.
str_bandit_hideout_success With_their_retreat_cut_off,_the_{s4}_fall_one_by_one_to_your_determined_attack._Their_hideout,_and_their_ill-gotten_gains,_as_now_yours.
str_bandit_approach_defile down_a_narrow_defile
str_bandit_approach_swamp through_a_pine_swamp
str_bandit_approach_thickets through_a_series_of_dense_thickets
str_bandit_approach_cliffs up_a_path_along_the_side_of_a_cliff
str_bandit_approach_cove down_a_stream_bed_cutting_through_the_sea-cliffs
str_political_explanation_lord_lacks_center In_this_case,_the_fief_should_go_to_a_lord_who_has_no_land_and_no_income.
str_political_explanation_lord_took_center In_this_case,_the_fortress_should_go_to_the_one_who_captured_it.
str_political_explanation_most_deserving_friend In_this_case,_I_looked_to_my_close_friends_and_companions,_and_decided_to_give_the_fief_to_the_most_deserving.
str_political_explanation_most_deserving_in_faction In_this_case,_I_looked_to_all_the_lords_of_the_realm,_and_decided_to_give_the_fief_to_the_most_deserving.
str_political_explanation_self In_the_absence_of_any_clear_other_candidate,_I_nominate_myself.
str_political_explanation_marshal I_chose_the_most_valiant_of_our_nobles,_whom_I_trust,_and_whose_name_is_not_currently_tainted_by_controversy.
str_prisoner_at_large large,_after_the_captors_were_defeated_in_battle._I_expect_your_friend_will_resurface_shortly.
str_quick_battle_scene_1 Farmhouse
str_quick_battle_scene_2 Oasis
str_quick_battle_scene_3 Tulbuk's_Pass
str_quick_battle_scene_4 Haima_Castle
str_quick_battle_scene_5 Ulbas_Castle
str_quick_battle_troop_1 There_is_a_reason_no_one_goes_about_the_cities_without_armed_guards_once_the_sun_sets,_and_that_reason_is_Rodrigo_de_Braganca._Once_a_bright_eyed_merchant_who_arrived_at_Tihr_with_a_small_fortune_in_rubies_and_a_dream_to_corner_the_velvet_market,_he_was_soon_reduced_to_a_pauper,_having_lost_everything_to_cutthroat_competition_with_the_colluding_Rhodok_merchant_guilds._But_he_soon_turned_measuring_scales_into_swords,_and_applied_his_considerable_business_smarts_into_building_up_the_deadliest_criminal_enterprise_in_Veluca,_with_hideouts_and_operations_in_every_major_town._He_has_attained_his_goal,_for_the_price_on_his_head_is_greater_than_the_riches_he_once_pursued._Now_he_takes_great_pleasure_in_relieving_his_former_competitors_of_their_worldly_goods_-—_and_worries.
str_quick_battle_troop_2 Usiatra_usurped_leadership_of_the_group_of_bandits_that_occupied_Siri,_a_rural_village_in_the_southern_deserts_outside_the_realm_of_Europe,_in_a_curt_and_bloody_fashion_when_she_was_seventeen_years_old._Under_her_direction,_the_band_of_ruffians_quickly_expanded_their_operations_across_the_southlands._Her_shrewd,_decisive_manner,_combined_with_her_merciless_ambition_which_she_acts_upon_with_inhuman_composure_and_cruelty,_garners_fanatic_admiration_from_those_that_follow_her._As_such,_amongst_her_own_she_lives_a_decadent,_spoilt_lifestyle_--_built_upon_the_violent_plundering_she_exacts_in_her_travels._Her_military_strength_and_natural_strategic_wit_allowed_her_outfit_to_remain_undealt_with_in_her_homeland,_and_now_she_turns_her_eye_towards_the_rich_lands_of_Europe_to_sustain_her_war_band.
str_quick_battle_troop_3 The_second_son_of_a_minor_noble_living_near_Uxkhal,_Hegen_was_educated_in_the_art_of_war_and_single_combat._After_being_knighted_he_served_as_a_paid_knight_in_the_army_of_the_lord_of_Uxkhal_and_fought_against_the_Vaegirs_before_leading_a_group_of_outriders_that_defeated_a_Khergit_raid_near_Amere._The_ensuing_counter_raid_and_the_following_two_campaigns_earned_him_glory_and_fame_as_a_warrior._Unfortunately,_he_lost_any_chance_of_further_prestige_when_peace_was_declared_and_he_was_discharged._With_no_hope_of_inheriting_and_his_skills_at_war_languishing_in_peace,_he_assembled_other_young_warriors_and_set_out_as_a_mercenary_captain._He_now_hopes_to_take_advantage_of_the_fact_that_Europe_never_lacks_warring_states_in_need_of_mercenaries.
str_quick_battle_troop_4 Konrad_is_a_professional_mercenary_from_the_distant_land_of_Balion,_far_beyond_the_vast_western_ocean._Having_spent_most_of_his_years_on_campaign_and_seen_countless_battles,_Konrad_has_grown_to_love_his_life_as_a_soldier_of_fortune._Though_he_once_had_his_nose_flattened_by_a_mace_blow_and_has_received_many_wounds,_he_has_nevertheless_survived_this_harsh_existence_through_the_strength_of_his_arm,_innate_cunning_and_pure_luck._Hearing_of_the_lucrative_career_opportunities_awaiting_a_man_of_his_talents_in_Europe,_Konrad_chartered_a_vessel_and_crossed_the_sea_with_his_men_in_search_of_new_wars_to_fight_in._A_sellsword_with_no_ties_to_any_of_the_European_states,_he_is_more_than_happy_to_offer_his_services_to_any_lord_with_a_fat_enough_coin-purse.
str_quick_battle_troop_5 Sverre_is_one_of_the_so-called_sea_raiders_--_freebooters_and_lawless_men_from_the_icy_realm_of_Jumne_beyond_the_North_Sea,_also_said_to_be_the_ancestral_home_of_the_Nords._Already_as_a_young_man_he_has_been_along_on_many_raids_against_both_his_distant_cousins_in_the_Wercheg_region_and_the_Vaegirs._However,_Sverre_was_always_a_sharp_lad,_and_it_didn't_take_him_long_to_see_that_Europe_was_a_far_more_prosperous_land_than_his_own,_and_that_he_could_have_a_better_life_here_than_among_his_own_people._During_a_raid_on_Jayek,_Sverre_stole_away_while_his_comrades_were_busy_looting_the_village_and_taking_captives._Passing_himself_off_as_a_yokel_from_the_Chalbek_mountains,_Sverre_quickly_built_up_a_reputation_for_himself_as_a_fierce_fighter,_and_he_now_seeks_his_fortune_at_the_head_of_a_mercenary_band.
str_quick_battle_troop_6 Hailing_from_Charnye,_in_the_far_reaches_of_the_Vaegir_tundra,_Borislav_is_a_hunter._For_all_of_his_life_he_has_tracked_the_beasts_of_the_wild_for_their_meat_and_fur,_living_off_the_land_just_as_his_forefathers_had_done_in_happier_days,_before_the_endless_wars._Now,_the_game_is_quick_to_take_fright_from_the_constant_sounds_of_battle,_and_the_wanton_slaughter_of_animals_by_soldiers_has_left_empty_those_forests_that_have_not_been_burnt_down._Facing_starvation,_Borislav_chose_to_turn_his_great_skill_with_bow_and_spear,_learned_from_hunting_stag,_wolf,_and_bear,_to_the_practice_of_hunting_men,_and_his_steady_hand_and_keen_eye_have_claimed_many_lives._Borislav_does_not_care_much_for_the_disputes_of_kingdoms,_and_is_only_really_interested_in_keeping_himself_and_his_men_fed.
str_quick_battle_troop_7 Stavros_was_born_in_the_independent_city-state_of_Zendar,_and_spent_much_of_his_adult_life_serving_in_the_town_watch_under_the_famous_constable_Hareck._Stavros'_leadership_and_prowess_were_instrumental_in_ridding_the_area_of_the_dreaded_river_pirates,_but_even_he_was_powerless_against_the_calamity_that_befell_the_city._When_Zendar_was_razed_to_the_ground_by_a_great_horde_of_sea_raiders,_Stavros_fled_the_burning_city_in_a_crowd_of_refugees._After_a_brief_period_of_wandering_and_odd_jobs,_he_found_a_place_in_a_mercenary_company,_eventually_rising_to_become_its_leader_due_to_his_dedication_and_tactical_aptitude._He_now_devotes_most_of_his_efforts_to_working_with_manhunters_and_local_authorities_against_the_sea_raiders_and_other_outlaws,_trying_to_keep_the_land_safe_for_travelers.
str_quick_battle_troop_8 Growing_up_with_one_of_the_nomadic_tribes_deep_in_the_desert_beyond_Sarranid_lands,_Gamara_learned_early_on_how_to_hunt_with_sling_and_spear._However,_the_simple_life_and_pitiless_conditions_in_the_desert_did_not_satisfy_her,_and_she_burned_with_a_desire_to_see_the_great_world_beyond_that_she_had_heard_so_many_wondrous_tales_about._Life_is_not_easy_for_an_adventuring_young_woman,_and_Gamara_had_to_learn_the_ways_of_Calradia_quickly._Taking_the_weapons_and_armor_of_a_soldier_who_had_attacked_her_after_a_dispute,_Gamara_now_hides_her_beauty_under_thick_Sarranid_garb,_and_many_never_even_suspect_she_is_a_woman_�-_certainly_as_a_force_on_the_battlefield_she_is_as_dangerous_as_any_man._She_has_gathered_about_her_a_group_of_followers,_and_together_they_wander_the_war-torn_land_in_search_of_glory.
str_quick_battle_troop_9 Aethrod_is_not_a_noble_person._He's_changed_his_name_twice,_and_is_blamed_for_most_of_the_crimes_on_Vaegir_territory._True_or_not,_he_claims_to_never_have_taken_an_innocent_man's_life,_and_considers_himself_a_patriotic_citizen,_several_times_bringing_his_band_or_renegades_to_the_assistance_of_his_faction,_when_it_is_threatened._In_times_of_peace,_however,_most_lords_must_be_careful_when_he_is_in_the_vicinity_due_to_his_daring_personality_and_willingness_to_challenge_a_lord._Born_and_rasied_in_the_slums_of_Reyvadin,_he_learned_how_to_use_a_bow_at_an_early_age_and_ran_away_from_home_a_fourteen._Now_at_thirty_two,_his_archery_skills_are_near_perfect_and_though_he_can't_ride_a_horse_well,_he_can_hit_one_at_the_furthest_of_distances._Tough_as_nails_and_sharp_as_a_hawk,_he_is_a_true_local_legend.
str_quick_battle_troop_10 Being_the_daughter_of_one_of_the_most_infamous_bandit_leaders_in_the_Sarranid_realm_isn't_always_easy,_but_Zaira_seems_to_have_managed_quite_well._Unlike_most_women_she_grew_up_learning_the_ways_of_the_desert_warrior_and_is_deadly_with_the_sword_as_well_as_the_bow._While_the_other_girls_her_age_learned_how_to_manage_the_household,_Zaira_learned_how_to_best_gut_a_merchant_before_taking_his_money._At_the_age_of_sixteen_Zaira_had_killed_more_men_than_the_average_veteran_in_the_Sultan's_army._Just_before_her_twentieth_brithday_her_father_was_killed_in_brawl_with_another_bandit_leader._As_the_only_child,_Zaira_now_took_control_of_her_father's_band._After_avenging_her_father,_she_quickly_picked_up_where_he_had_left._Now_she's_on_a_good_way_of_establishing_her_own_reputation_has_a_bandit_leader.
str_quick_battle_troop_11 Argo_Sendnar_had_quite_a_diversified_life._When_he_arrived_at_Europe,_working_as_a_trader,_he_hoped_for_more_income_than_in_Lokti._Little_did_he_know,_that_the_wartorn_Europe_was_a_wasps'_nest_for_bandits_and_cutthroats_that_made_trading_a_lot_more_complicated_than_in_Lokti._Being_bought_out_by_another_competeting_trader,_after_losing_all_his_goods_and_money_due_to_caravan_raids,_he_was_forced_to_serve_as_a_caravan_guard_to_make_a_living._Despite_his_pathetic_fighting_skills,_he_soon_found_an_employment_on_one_of_the_more_dangerous_routes_through_Europe._Due_to_sheer_luck_he_managed_to_stay_alive_long_enough_to_aquire_enough_combat_experience_and_money_to_start_his_own_buisness_as_a_caravan_master,_offering_his_services_to_traders_in_need_of_defense_for_their_goods.
str_quick_battle_troops_end {!}quick_battle_troops_end
str_tutorial_training_ground_intro_message Walk_around_the_training_field_and_speak_with_the_fighters_to_practice_various_aspects_of_Mount&Blade_combat._You_can_use_ASDW_keys_to_move_around._To_talk_to_a_character,_approach_him_until_his_name_appears_on_your_screen,_and_then_press_the_F_key._You_can_also_use_the_F_key_to_pick_up_items,_open_doors_and_interact_with_objects._Press_the_Tab_key_to_exit_the_tutorial_any_time_you_like.
str_map_basic Map
str_game_type_basic Game_Type
str_battle Battle
str_siege_offense Siege_(Offense)
str_siege_defense Siege_(Defense)
str_character Character
str_biography Background
str_player Player
str_enemy Enemy
str_faction Faction
str_army_composition Army_Composition
str_army_size Army_Size
str_reg0_percent {!}{reg0}%
str_reg0_men {reg0}_men
str_start Start
str_i_need_to_raise_some_men_before_attempting_anything_else I_need_to_raise_some_men_before_attempting_anything_else
str_we_are_currently_at_peace We_are_currently_at_peace.
str_the_marshalship the_marshalship
str_you you
str_myself myself
str_my_friend_s15 my_friend_{s15}
str_custom_battle Custom_Battle
str_comment_intro_liege_affiliated_to_player I_am_told_that_you_would_dispute_my_claim_to_the_crown_of_Europe._Needless_to_say,_I_am_not_pleased_by_this_news._However,_we_may_still_talk.
str_s21_the_s8_declared_war_out_of_personal_enmity {s21}_The_{s8}_declared_war_out_of_personal_enmity
str_s21_the_s8_declared_war_due_to_religious_differences {s21}_The_{s8}_declared_war_due_to_religious_differences
str_s21_the_s8_declared_war_in_response_to_border_provocations {s21}_The_{s8}_declared_war_in_response_to_border_provocations
str_s21_the_s8_declared_war_to_curb_the_other_realms_power {s21}_The_{s8}_declared_war_to_curb_the_other_realm's_power
str_s21_the_s8_declared_war_to_regain_lost_territory {s21}_The_{s8}_declared_war_to_regain_lost_territory
str__family_ ^Family:_
str_we_are_conducting_recce We_will_first_scout_the_area,_and_then_decide_what_to_do.
str__family_ ^Family:
str_s49_s12_s11_end {s49}_{s12}_({s11}).
str_center_party_not_active is_not_our_target,_because_we_don't_have_a_leader_who_has_taken_the_field.
str_center_is_friendly is_not_our_enemy.
str_center_is_already_besieged is_already_under_siege.
str_center_is_looted_or_raided_already is_already_been_laid_waste.
str_center_marshal_does_not_want_to_attack_innocents is_inhabited_by_common_folk,_who_would_suffer_the_most_if_the_land_is_laid_waste.
str_center_we_have_already_committed_too_much_time_to_our_present_siege_to_move_elsewhere is_already_under_siege,_so_it_would_be_a_mistake_to_move_elsewhere.
str_center_we_are_already_here_we_should_at_least_loot_the_village is_close_at_hand,_we_should_take_hold_of_its_wealth_and_lay_waste_to_the_rest.
str_center_far_away_we_can_reconnoiter_but_will_delay_decision_until_we_get_close NOT_USED
str_center_far_away_our_cautious_marshal_does_not_wish_to_reconnoiter is_too_far_away,_even_to_reconnoiter.
str_center_far_away_even_for_our_aggressive_marshal_to_reconnoiter is_too_far_away,_even_to_reconnoiter.
str_center_far_away_reason {s6}_is_further_than_{s5}_to_our_centers,_therefore_it_will_be_harder_for_us_to_protect_after_taking_it.
str_center_closer_but_this_is_not_enought {s6}_is_closer_than_{s5}_to_our_borders,_but_because_of_other_reasons_we_are_not_attacking_{s6}_for_now.
str_center_protected_by_enemy_army_aggressive is_protected_by_enemy_forces,_which_we_believe_to_be_substantially_stronger_than_our_own.
str_center_protected_by_enemy_army_cautious is_protected_by_an_enemy_army,_which_we_believe_to_be_too_strong_to_engage_with_confidence_of_victory.
str_center_cautious_marshal_believes_center_too_difficult_to_capture would_require_a_bloody_and_risky_siege.
str_center_even_aggressive_marshal_believes_center_too_difficult_to_capture is_too_heavily_defended_to_capture.
str_center_value_outweighed_by_difficulty_of_capture is_not_of_sufficient_value_to_justify_the_difficulty_of_attacking_it
str_center_value_justifies_the_difficulty_of_capture can_be_taken,_and_is_of_sufficient_value_to_justify_an_attack.
str_center_is_indefensible is_too_far_away_from_our_other_fortresses_to_be_defended.
str_we_are_waiting_for_selection_of_marshal We_are_waiting_for_the_selection_of_a_marshal
str_best_to_attack_the_enemy_lands Given_the_size_of_our_forces,_we_believe_the_best_approach_is_to_attack_the_enemy's_lands.
str_we_believe_the_fortress_will_be_worth_the_effort_to_take_it We_believe_the_fortress_will_be_worth_the_effort_to_take_it.
str_we_will_gather_to_defend_the_beleaguered_fortress We_will_gather_to_defend_the_beleaguered_fortress
str_the_enemy_temporarily_has_the_field The_enemy_temporarily_has_the_field,_and_we_should_seek_refuge_until_the_storm_passes
str_center_has_not_been_scouted has_not_been_recently_scouted_by_our_forces,_but_we_can_go_there,_and_decide_what_to_do_when_we_get_close.
str_we_have_assembled_some_vassals We_have_assembled_some_of_the_vassals,_but_we_will_wait_until_we_have_more_before_venturing_into_enemy_territory.
str_we_are_waiting_here_for_vassals We_are_waiting_for_the_vassals_to_join_us.
str_we_are_travelling_to_s11_for_vassals We_are_travelling_to_{s11},_so_that_the_vassals_may_more_easily_join_our_host_before_we_ride_forth.
str_center_strength_not_scouted We_have_not_scouted_it_recently,_and_do_not_know_how_strongly_it_is_defended
str_center_strength_strongly_defended We_believe_it_to_be_strongly_defended
str_center_strength_moderately_defended We_believe_it_to_be_moderately_well_defended
str_center_strength_weakly_defended We_believe_it_to_be_weakly_defended
str_center_distant_from_concentration is_close_to_us_than_it_is_to_the_main_enemy_army,_which_we_have_located._It_could_be_attacked_and_destroyed_before_they_are_able_to_respond
str_plus +
str_minus -
str_tutorial_training_ground_warning_no_weapon Hey,_don't_you_think_you_need_some_sort_of_weapon_before_we_try_that?_There_should_be_some_spare_weapons_over_there._Just_go_pick_one_up.
str_tutorial_training_ground_warning_shield You_need_to_put_down_your_shield_first._Scroll_down_with_the_mouse_scroll-wheel_to_put_down_your_shield.
str_tutorial_training_ground_warning_melee_with_parry You_need_to_wield_a_melee_weapon_for_this_exercise._
str_tutorial_training_ground_warning_melee Scroll_up_with_your_mouse_wheel_to_equip_a_weapon._Scrolling_up_will_equip_next_weapon_while_scrollng_down_will_equip_next_shield.
str_tutorial_training_ground_attack_training Number_of_successful_attacks:_{reg0}_/_5^Number_of_unsuccessful_attacks:_{reg1}^{s0}
str_tutorial_training_ground_attack_training_down Make_a_thrust_attack!_(Move_your_mouse_down_while_pressing_the_left_mouse_button)
str_tutorial_training_ground_attack_training_up Make_an_overhead_attack!_(Move_your_mouse_up_while_pressing_the_left_mouse_button)
str_tutorial_training_ground_attack_training_left Attack_from_left!_(Move_your_mouse_left_while_pressing_the_left_mouse_button)
str_tutorial_training_ground_attack_training_right Attack_from_right!_(Move_your_mouse_right_while_pressing_the_left_mouse_button)
str_tutorial_training_ground_parry_training Number_of_successful_parries:_{reg0}_/_5
str_tutorial_training_ground_chamber_training Number_of_successful_chambering_blocks:_{reg0}_/_5
str_tutorial_training_ground_archer_training Number_of_nice_shots:_{reg0}_/_3^{s0}
str_tutorial_training_ground_ammo_refill Your_missiles_are_refilled_for_the_tutorial.
str_tutorial_training_ground_archer_text_1 Approach_the_{s0}_and_press_F_to_pick_it_up.
str_tutorial_training_ground_archer_text_2 Shoot_the_targets_now.
str_tutorial_training_ground_archer_text_3 The_size_of_the_targeting_reticule_indicates_your_accuracy._Press_and_hold_down_the_left_mouse_button_until_the_reticule_shrinks_down_to_its_minimum_size._Release_the_left_mouse_button_when_the_reticule_is_at_its_smallest._If_you_wait_too_long_the_reticule_will_expand_again.
str_tutorial_training_ground_archer_text_4 Press_R_to_toggle_first_person_view._First_person_view_makes_it_easier_to_aim_with_ranged_weapons.
str_tutorial_training_ground_archer_text_5 You_have_shot_all_the_targets._Now_talk_to_the_trainer_again.
